CaseOrder,StateId,State,CountyId,County,Population,AreaId,Area,TimeZoneId,TimeZone,Children,Age,GenerationId,Generation,Income,MaritalId,Marital,GenderId,Gender,Churn,Outage_sec_perweek,Outage_sec_perweek2,Email,Contacts,Yearly_equip_failure,Techie,Techie2,ContractId,Contract,Port_modem,Port_modem2,Tablet,Tablet2,Tablet3,InternetService,InternetService2,Phone,Phone2,Multiple,Multiple2,OnlineSecurity,OnlineSecurity2,OnlineBackup,OnlineBackup2,DeviceProtection,DeviceProtection2,TechSupport,TechSupport2,StreamingTV,StreamingTV2,StreamingMovies,StreamingMovies2,PaperlessBilling,PaperlessBilling2,PaymentMethodId,PaymentMethod,Tenure,Tenure2,MonthlyCharge,MonthlyCharge2,Bandwidth_GB_Year,Bandwidth_GB_Year2,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
62,24,IL,1531,Tazewell,2765,1,Urban,76,America/Chicago,1,25,3,GerZ,81831.49,4,Widowed,1,Male,No,9.6,9.565924291,10,3,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,10,Electronic Check,2.3,2.344875382,194.98,194.976769,704.8,704.7540406,3,4,3,2,3,4,2,4
63,48,PA,975,Luzerne,3757,3,Rural,90,America/New_York,0,42,2,GerX,100076.65,3,Separated,0,Female,Yes,10.8,10.79349982,14,3,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,8,7.960490246,152.46,152.455519,1416.4,1416.444695,5,5,5,4,3,2,4,4
64,13,AZ,144,Apache,4938,3,Rural,94,America/Phoenix,1,81,5,Post War,69965.65,4,Widowed,1,Male,No,6.1,6.081975067,15,0,0,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,12.3,12.25062113,92.5,92.5018,1096,1095.950634,5,5,5,3,4,3,2,5
65,37,NC,760,Hertford,3761,2,Suburban,90,America/New_York,1,43,2,GerX,34883.69,0,Divorced,0,Female,No,13.6,13.55065547,13,0,0,1,Yes,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,9.6,9.634946079,127.49,127.488728,1083.6,1083.610268,4,4,4,3,4,4,3,3
66,14,CA,318,Calaveras,1851,1,Urban,88,America/Los_Angeles,2,63,1,Boomers,45634.2,2,Never Married,1,Male,No,9.5,9.470419821,14,1,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),7.9,7.916533093,184.96,184.963371,1570.6,1570.641337,3,4,3,3,4,4,4,3
67,24,IL,449,Cook,38476,2,Suburban,76,America/Chicago,3,70,1,Boomers,10964.73,1,Married,0,Female,Yes,6.2,6.194985909,11,0,1,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),4.5,4.471254161,265.15,265.146969,1007.4,1007.425553,3,3,2,4,4,3,3,3
68,34,MO,1608,Vernon,13547,1,Urban,76,America/Chicago,1,78,5,Post War,22365.28,4,Widowed,1,Male,Yes,10.8,10.80393657,19,1,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),10.8,10.79028074,207.61,207.609354,1323,1323.028419,4,4,3,6,2,5,7,4
69,54,TX,969,Lubbock,7801,1,Urban,76,America/Chicago,0,48,2,GerX,52636.6,3,Separated,1,Male,No,7.9,7.903964267,17,0,1,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,12.2,12.24190682,152.46,152.462354,1808.7,1808.730555,3,1,2,2,5,2,2,1
70,61,WY,332,Campbell,17823,2,Suburban,77,America/Denver,1,63,1,Boomers,19048.13,3,Separated,0,Female,Yes,11.3,11.27443693,18,2,1,1,Yes,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),2.2,2.203859443,200.13,200.132293,1120.2,1120.241472,4,4,4,5,4,4,4,3
71,47,OR,545,Douglas,20269,1,Urban,88,America/Los_Angeles,4,60,1,Boomers,42784.82,1,Married,0,Female,Yes,6.1,6.129509309,12,0,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,10,Electronic Check,23.9,23.92132231,212.66,212.655686,2676.8,2676.789803,5,5,6,5,3,7,5,5
72,45,OH,487,Cuyahoga,30225,3,Rural,90,America/New_York,0,87,5,Post War,77996.88,0,Divorced,1,Male,Yes,8,7.969277912,17,0,0,1,Yes,1,One year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),3.7,3.7311787,255.12,255.119794,1268.1,1268.086909,3,3,4,5,4,3,5,4
73,45,OH,739,Harrison,5760,2,Suburban,90,America/New_York,3,54,2,GerX,47507.3,1,Married,0,Female,No,4.4,4.368120492,9,0,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),8,7.980015371,134.95,134.950905,822.7,822.6771666,2,3,3,3,5,2,2,3
74,36,MT,1431,Sheridan,61,1,Urban,77,America/Denver,3,35,4,Millennials,7724.73,0,Divorced,1,Male,Yes,6.3,6.258356398,9,0,1,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,9.2,9.190009376,255.14,255.137219,1577.9,1577.915603,4,3,2,3,3,3,3,4
75,14,CA,1375,San Diego,34359,1,Urban,88,America/Los_Angeles,1,70,1,Boomers,1509.52,2,Never Married,1,Male,Yes,12.9,12.92303286,16,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,Bank Transfer(automatic),2.4,2.378630018,214.97,214.966286,648.7,648.7471776,4,4,4,5,2,3,4,4
76,14,CA,963,Los Angeles,24693,3,Rural,88,America/Los_Angeles,2,67,1,Boomers,81124.71,1,Married,0,Female,Yes,12.4,12.43301273,13,0,0,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,5.4,5.43464555,270.16,270.160419,1648.1,1648.102673,3,3,4,3,5,3,3,4
77,56,VA,604,Fauquier,4235,3,Rural,90,America/New_York,4,46,2,GerX,11795.57,4,Widowed,0,Female,Yes,7.6,7.607663559,11,0,0,0,No,2,Two Year,0,No,0,No,,None,None,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,1.1,1.092361222,200.17,200.165175,768.1,768.0874545,1,1,2,2,3,1,3,2
78,27,KY,1633,Warren,2193,1,Urban,76,America/Chicago,1,50,2,GerX,74794.84,2,Never Married,1,Male,No,7.4,7.442789019,10,2,1,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,Bank Transfer(automatic),20.1,20.13981517,149.94,149.937833,2426,2426.030626,2,2,3,4,3,3,4,4
79,24,IL,1086,Morgan,273,3,Rural,76,America/Chicago,1,24,3,GerZ,19038.78,2,Never Married,0,Female,Yes,13,13.04429298,18,1,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,24.6,24.64873861,240.11,240.114868,2660.5,2660.503932,4,4,5,1,4,4,3,3
80,33,MN,1089,Morrison,14557,3,Rural,76,America/Chicago,0,20,3,GerZ,79167.77,0,Divorced,1,Male,No,14.9,14.89762162,17,0,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),9.7,9.677739656,127.5,127.495766,1129.5,1129.549713,3,4,3,4,5,4,3,3
81,19,FL,1175,Orange,17653,1,Urban,90,America/New_York,1,29,4,Millennials,37428.26,1,Married,0,Female,Yes,13.8,13.79387475,13,2,1,0,No,1,One year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,9.8,9.82814183,187.61,187.609354,1771.3,1771.286466,3,4,3,2,5,3,3,4
82,48,PA,1638,Washington,285,3,Rural,90,America/New_York,0,31,4,Millennials,45148.38,0,Divorced,1,Male,No,15.7,15.66367593,6,1,0,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),7.8,7.832238337,169.99,169.992756,943.3,943.3391244,3,3,3,4,4,3,4,4
83,32,MI,527,Dickinson,320,1,Urban,89,America/Menominee,5,72,1,Boomers,74855.47,3,Separated,0,Female,No,8.5,8.513410306,13,3,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,11,Mailed Check,19.5,19.45250317,192.46,192.456745,1907.2,1907.226083,4,4,4,3,1,5,4,4
84,27,KY,741,Hart,2863,1,Urban,76,America/Chicago,4,71,1,Boomers,45323.86,0,Divorced,1,Male,No,8.3,8.265002035,10,1,0,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Credit Card (automatic),14.3,14.34766616,120,120.004928,1885.9,1885.939118,4,4,3,3,4,3,2,5
85,26,KS,1369,Saline,1206,2,Suburban,76,America/Chicago,2,32,4,Millennials,71596.14,0,Divorced,0,Female,No,8.6,8.6026551,11,0,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,Bank Transfer(automatic),2.3,2.257358355,195.01,195.006206,631.7,631.7435653,5,3,5,5,3,3,5,2
86,56,VA,596,Fairfax,35279,3,Rural,90,America/New_York,0,33,4,Millennials,10389.95,2,Never Married,1,Male,No,6,6.03993035,15,1,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),2.4,2.358129018,139.96,139.95684,562.6,562.6095219,3,3,4,3,3,4,3,6
87,48,PA,794,Huntingdon,1049,2,Suburban,90,America/New_York,3,67,1,Boomers,19657.14,4,Widowed,1,Male,No,14.6,14.6040829,12,3,0,1,Yes,0,Month-to-month,0,No,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),4.7,4.650578623,114.98,114.983787,593.9,593.8572264,3,3,2,2,5,4,2,3
88,24,IL,449,Cook,32203,2,Suburban,76,America/Chicago,0,66,1,Boomers,27827.03,0,Divorced,0,Female,Yes,7.3,7.274007029,13,1,1,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,3.7,3.721772616,207.64,207.638588,777.3,777.3060718,4,3,3,6,1,4,3,3
89,16,CT,1119,New Haven,25576,3,Rural,90,America/New_York,4,21,3,GerZ,15609.05,3,Separated,0,Female,Yes,8.9,8.913898759,12,4,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,3.8,3.76663012,187.61,187.609354,1393.2,1393.202392,4,4,4,3,3,3,3,5
90,14,CA,923,Lassen,319,1,Urban,88,America/Los_Angeles,0,61,1,Boomers,19815.63,2,Never Married,0,Female,No,11.6,11.59313893,13,0,2,0,No,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),4.2,4.151256695,134.95,134.950905,393.7,393.6524652,3,2,3,4,3,4,5,4
91,37,NC,709,Guilford,55519,3,Rural,90,America/New_York,0,75,1,Boomers,58482.9,3,Separated,0,Female,Yes,8.3,8.294186076,13,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,2.2,2.188918771,192.47,192.470522,409.7,409.7486664,3,3,3,3,3,4,3,3
92,29,MA,284,Bristol,15210,1,Urban,90,America/New_York,0,63,1,Boomers,41656.53,4,Widowed,0,Female,Yes,15.2,15.19664016,9,1,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,0,No,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,13.9,13.85488928,222.63,222.628057,2138.1,2138.107161,3,2,3,2,4,3,2,4
93,32,MI,768,Hillsdale,3499,2,Suburban,78,America/Detroit,0,68,1,Boomers,115510.46,3,Separated,0,Female,No,5.1,5.083995994,3,1,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,3.3,3.273341151,162.47,162.468917,444,443.984031,2,2,2,4,3,3,4,3
94,28,LA,316,Caddo,14479,2,Suburban,76,America/Chicago,2,32,4,Millennials,15841.19,2,Never Married,1,Male,Yes,6.9,6.942719201,7,1,1,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,0,No,10,Electronic Check,19.8,19.75096265,159.98,159.979358,2481.4,2481.385603,2,2,3,3,3,3,3,3
95,19,FL,1209,Pasco,4654,2,Suburban,90,America/New_York,0,76,1,Boomers,81127.41,2,Never Married,1,Male,No,9.8,9.834012571,7,1,0,0,No,2,Two Year,0,No,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,11,Mailed Check,18.4,18.38404445,184.98,184.979684,2233.6,2233.567181,3,2,3,4,2,4,5,3
96,54,TX,491,Dallas,26320,2,Suburban,76,America/Chicago,0,29,4,Millennials,24270.88,0,Divorced,0,Female,Yes,11.1,11.0596826,13,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),4.7,4.672610857,245.15,245.145743,1158.9,1158.91369,5,5,4,5,1,5,5,4
97,24,IL,813,Iroquois,35,3,Rural,76,America/Chicago,0,83,5,Post War,54466.33,1,Married,0,Female,No,8.8,8.834079073,17,0,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,10,Electronic Check,6.8,6.796299371,124.98,124.97808,529.4,529.40733,4,4,4,3,2,4,3,4
98,24,IL,813,Iroquois,521,2,Suburban,76,America/Chicago,10,23,3,GerZ,64816.84,0,Divorced,1,Male,Yes,5.3,5.271228601,14,1,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,11,Mailed Check,13,12.97632235,187.48,187.484705,1956.7,1956.7337,3,2,2,4,3,2,3,2
99,37,NC,482,Cumberland,17600,3,Rural,90,America/New_York,5,80,5,Post War,103311.26,2,Never Married,1,Male,No,9.4,9.394961367,15,1,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,20.3,20.31163945,162.5,162.500692,2056.4,2056.386979,5,4,4,3,4,4,5,5
100,38,ND,1094,Mountrail,3324,2,Suburban,76,America/Chicago,0,20,3,GerZ,40211.04,2,Never Married,1,Male,No,14.5,14.4754365,11,1,1,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,7,6.998814446,182.47,182.467607,1067.4,1067.373076,3,4,3,5,2,6,6,6
101,11,AL,1428,Shelby,55122,1,Urban,76,America/Chicago,0,69,1,Boomers,58077.38,3,Separated,1,Male,Yes,10.7,10.68311773,12,1,1,0,No,0,Month-to-month,0,No,0,No,,None,None,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),14.5,14.46288204,222.66,222.660939,1806.1,1806.135733,3,2,3,5,3,4,4,3
102,27,KY,1029,McLean,4038,1,Urban,76,America/Chicago,1,32,4,Millennials,43466.35,2,Never Married,1,Male,No,13.8,13.79409442,10,1,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,0,Bank Transfer(automatic),11.1,11.13472066,182.47,182.467607,1397.7,1397.701335,3,4,4,4,3,4,2,3
103,44,NY,1294,Queens,31927,1,Urban,90,America/New_York,0,53,2,GerX,23289.77,0,Divorced,0,Female,Yes,12.4,12.40165307,19,1,0,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,2.5,2.542296644,220.16,220.161527,808.4,808.4305471,2,4,3,2,3,3,5,3
104,60,WV,1591,Upshur,19904,3,Rural,90,America/New_York,2,25,3,GerZ,49158.49,3,Separated,1,Male,No,10.2,10.24782033,9,1,0,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,17.2,17.22596021,169.94,169.937833,1886.5,1886.531937,4,4,3,4,3,3,3,4
105,34,MO,348,Cass,13000,2,Suburban,76,America/Chicago,0,69,1,Boomers,3805.84,0,Divorced,1,Male,Yes,14.9,14.86100819,16,0,2,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,11,Mailed Check,22.8,22.79214163,204.96,204.963371,2294.8,2294.781131,3,3,3,3,2,4,4,4
106,39,NE,1403,Saunders,1444,1,Urban,76,America/Chicago,3,71,1,Boomers,52616.27,4,Widowed,1,Male,Yes,6.7,6.716953195,10,2,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,10,Electronic Check,3.8,3.823689744,204.96,204.963371,826.3,826.3438621,3,5,3,2,4,2,4,2
107,44,NY,1654,Westchester,2158,1,Urban,90,America/New_York,3,53,2,GerX,30550.42,4,Widowed,0,Female,Yes,8.1,8.124258176,18,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Credit Card (automatic),10.8,10.77094687,245.13,245.128318,2072.6,2072.564168,3,3,2,4,3,2,4,3
108,25,IN,1175,Orange,1800,1,Urban,79,America/Indiana/Indianapolis,2,56,2,GerX,12154.01,0,Divorced,2,Nonbinary,Yes,14.6,14.60903837,11,0,2,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,Bank Transfer(automatic),13.1,13.08671185,172.47,172.473314,1436.8,1436.793746,4,4,3,3,5,3,2,2
109,54,TX,1135,Nolan,30,2,Suburban,76,America/Chicago,0,42,2,GerX,30649.31,1,Married,1,Male,Yes,12.7,12.65015936,9,2,2,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,Bank Transfer(automatic),14.8,14.76468813,172.46,172.456745,1963.3,1963.332683,4,3,4,3,5,4,2,3
110,11,AL,823,Jackson,3682,2,Suburban,76,America/Chicago,3,33,4,Millennials,31417.33,1,Married,1,Male,Yes,12,12.0281501,14,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,9.5,9.473091121,194.98,194.976769,1324.2,1324.164906,2,2,2,2,4,2,3,2
111,56,VA,596,Fairfax,41733,1,Urban,90,America/New_York,1,47,2,GerX,55861.19,0,Divorced,1,Male,No,15.7,15.68043093,16,1,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,Bank Transfer(automatic),5.2,5.197446331,137.44,137.439154,704.9,704.9375603,4,4,4,4,3,3,4,3
112,33,MN,1474,St. Louis,630,1,Urban,76,America/Chicago,1,48,2,GerX,9044.26,4,Widowed,0,Female,Yes,11.3,11.30421466,18,3,1,0,No,2,Two Year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),6.6,6.577552683,192.47,192.470522,888.7,888.6517305,3,4,4,4,2,3,4,4
113,59,WI,197,Barron,15383,3,Rural,76,America/Chicago,0,63,1,Boomers,25381.66,2,Never Married,0,Female,Yes,10.3,10.26646787,10,1,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,11,Mailed Check,3.2,3.174571918,159.95,159.951231,377.1,377.0810282,4,3,4,2,3,3,3,3
114,29,MA,722,Hampshire,257,1,Urban,90,America/New_York,1,40,4,Millennials,65064.31,4,Widowed,1,Male,No,7.6,7.56618217,9,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),17.9,17.88002366,112.46,112.455141,1606.5,1606.489936,3,3,3,3,3,3,3,4
115,44,NY,127,Allegany,1012,1,Urban,90,America/New_York,0,67,1,Boomers,12527.51,0,Divorced,1,Male,Yes,10.4,10.40677369,14,2,0,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,11,Mailed Check,13.1,13.12190056,174.96,174.961766,1431.4,1431.409396,5,4,4,3,3,5,3,4
116,56,VA,624,Franklin,20327,1,Urban,90,America/New_York,0,56,2,GerX,35499.06,0,Divorced,0,Female,No,7.1,7.146124361,13,3,0,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Credit Card (automatic),23.3,23.34617699,162.45,162.452604,2253.9,2253.85247,6,5,4,4,4,3,5,3
117,27,KY,1080,Montgomery,69,1,Urban,90,America/New_York,6,24,3,GerZ,26282.4,1,Married,0,Female,No,9.8,9.807530479,10,1,0,1,Yes,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,6.3,6.311709178,137.48,137.483594,1353.3,1353.29384,5,5,4,3,3,3,3,3
118,39,NE,1421,Seward,1130,1,Urban,76,America/Chicago,2,79,5,Post War,51237.28,0,Divorced,0,Female,No,10.6,10.61217014,12,3,0,0,No,2,Two Year,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,12.6,12.58298231,275.13,275.133571,1701.5,1701.457566,4,5,4,4,1,4,4,4
119,44,NY,1407,Schuyler,4210,3,Rural,90,America/New_York,3,61,1,Boomers,64222.21,1,Married,1,Male,Yes,5.8,5.785085772,16,1,1,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,10,Electronic Check,7.1,7.120096363,127.44,127.442069,1290.7,1290.737183,4,3,4,5,3,5,4,4
120,51,SC,1017,McCormick,155,1,Urban,90,America/New_York,0,38,4,Millennials,11014.98,0,Divorced,1,Male,Yes,9.1,9.062879297,11,2,0,1,Yes,2,Two Year,0,No,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,10,Electronic Check,9.3,9.344886869,210.14,210.138,1403.3,1403.270091,4,4,4,4,3,4,4,4
121,14,CA,963,Los Angeles,37711,3,Rural,88,America/Los_Angeles,4,28,4,Millennials,21172.49,0,Divorced,0,Female,No,16.5,16.54443477,13,1,0,1,Yes,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),22.4,22.37815032,147.46,147.456419,2603.9,2603.903672,5,4,5,2,3,4,4,3
122,22,IA,954,Linn,1800,1,Urban,76,America/Chicago,3,44,2,GerX,26130.78,0,Divorced,1,Male,Yes,4.5,4.539566699,8,2,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),4.8,4.799514433,242.66,242.657291,1256.3,1256.287854,4,4,2,3,3,4,5,5
123,48,PA,311,Butler,8028,2,Suburban,90,America/New_York,1,65,1,Boomers,36478.21,4,Widowed,1,Male,No,7.3,7.251198724,14,2,0,1,Yes,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,10,10.04672315,114.98,114.983787,981,980.9935923,2,2,3,4,3,3,4,4
124,19,FL,937,Lee,31859,1,Urban,90,America/New_York,3,35,4,Millennials,54533.63,0,Divorced,0,Female,No,8.9,8.943293567,15,2,1,0,No,0,Month-to-month,1,Yes,1,Yes,,None,None,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),8.2,8.156552837,187.66,187.656013,1347.9,1347.869205,4,4,4,3,4,3,3,4
